transaction_id,loan_id,transaction_type,transaction_date,accounting_date,entry_id,account_code,account_name,debit_amount,credit_amount,signed_amount
ACCRUAL_LN000436_05,LN000436,interest_accrual,2025-10-21,2025-10-21,AE_ACCRUAL_LN000436_05_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_06,LN000436,interest_accrual,2025-11-21,2025-11-21,AE_ACCRUAL_LN000436_06_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_06,LN000436,interest_accrual,2025-11-21,2025-11-21,AE_ACCRUAL_LN000436_06_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_07,LN000436,interest_accrual,2025-12-21,2025-12-21,AE_ACCRUAL_LN000436_07_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_07,LN000436,interest_accrual,2025-12-21,2025-12-21,AE_ACCRUAL_LN000436_07_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_08,LN000436,interest_accrual,2026-01-21,2026-01-21,AE_ACCRUAL_LN000436_08_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_08,LN000436,interest_accrual,2026-01-21,2026-01-21,AE_ACCRUAL_LN000436_08_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_09,LN000436,interest_accrual,2026-02-21,2026-02-21,AE_ACCRUAL_LN000436_09_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_09,LN000436,interest_accrual,2026-02-21,2026-02-21,AE_ACCRUAL_LN000436_09_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_10,LN000436,interest_accrual,2026-03-21,2026-03-21,AE_ACCRUAL_LN000436_10_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_10,LN000436,interest_accrual,2026-03-21,2026-03-21,AE_ACCRUAL_LN000436_10_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_11,LN000436,interest_accrual,2026-04-21,2026-04-21,AE_ACCRUAL_LN000436_11_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_11,LN000436,interest_accrual,2026-04-21,2026-04-21,AE_ACCRUAL_LN000436_11_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_12,LN000436,interest_accrual,2026-05-21,2026-05-21,AE_ACCRUAL_LN000436_12_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_12,LN000436,interest_accrual,2026-05-21,2026-05-21,AE_ACCRUAL_LN000436_12_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_13,LN000436,interest_accrual,2026-06-21,2026-06-21,AE_ACCRUAL_LN000436_13_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_13,LN000436,interest_accrual,2026-06-21,2026-06-21,AE_ACCRUAL_LN000436_13_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_14,LN000436,interest_accrual,2026-07-21,2026-07-21,AE_ACCRUAL_LN000436_14_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_14,LN000436,interest_accrual,2026-07-21,2026-07-21,AE_ACCRUAL_LN000436_14_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_15,LN000436,interest_accrual,2026-08-21,2026-08-21,AE_ACCRUAL_LN000436_15_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_15,LN000436,interest_accrual,2026-08-21,2026-08-21,AE_ACCRUAL_LN000436_15_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_16,LN000436,interest_accrual,2026-09-21,2026-09-21,AE_ACCRUAL_LN000436_16_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_16,LN000436,interest_accrual,2026-09-21,2026-09-21,AE_ACCRUAL_LN000436_16_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_17,LN000436,interest_accrual,2026-10-21,2026-10-21,AE_ACCRUAL_LN000436_17_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_17,LN000436,interest_accrual,2026-10-21,2026-10-21,AE_ACCRUAL_LN000436_17_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_18,LN000436,interest_accrual,2026-11-21,2026-11-21,AE_ACCRUAL_LN000436_18_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_18,LN000436,interest_accrual,2026-11-21,2026-11-21,AE_ACCRUAL_LN000436_18_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_19,LN000436,interest_accrual,2026-12-21,2026-12-21,AE_ACCRUAL_LN000436_19_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_19,LN000436,interest_accrual,2026-12-21,2026-12-21,AE_ACCRUAL_LN000436_19_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_20,LN000436,interest_accrual,2027-01-21,2027-01-21,AE_ACCRUAL_LN000436_20_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_20,LN000436,interest_accrual,2027-01-21,2027-01-21,AE_ACCRUAL_LN000436_20_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_21,LN000436,interest_accrual,2027-02-21,2027-02-21,AE_ACCRUAL_LN000436_21_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_21,LN000436,interest_accrual,2027-02-21,2027-02-21,AE_ACCRUAL_LN000436_21_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_22,LN000436,interest_accrual,2027-03-21,2027-03-21,AE_ACCRUAL_LN000436_22_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_22,LN000436,interest_accrual,2027-03-21,2027-03-21,AE_ACCRUAL_LN000436_22_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_23,LN000436,interest_accrual,2027-04-21,2027-04-21,AE_ACCRUAL_LN000436_23_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_23,LN000436,interest_accrual,2027-04-21,2027-04-21,AE_ACCRUAL_LN000436_23_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000436_24,LN000436,interest_accrual,2027-05-21,2027-05-21,AE_ACCRUAL_LN000436_24_DR,1320,Interest Receivable,421.25,0.0,421.25
ACCRUAL_LN000436_24,LN000436,interest_accrual,2027-05-21,2027-05-21,AE_ACCRUAL_LN000436_24_CR,4610,Interest Income,0.0,421.25,-421.25
ACCRUAL_LN000437_01,LN000437,interest_accrual,2025-06-22,2025-06-22,AE_ACCRUAL_LN000437_01_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_01,LN000437,interest_accrual,2025-06-22,2025-06-22,AE_ACCRUAL_LN000437_01_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_02,LN000437,interest_accrual,2025-07-22,2025-07-22,AE_ACCRUAL_LN000437_02_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_02,LN000437,interest_accrual,2025-07-22,2025-07-22,AE_ACCRUAL_LN000437_02_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_03,LN000437,interest_accrual,2025-08-22,2025-08-22,AE_ACCRUAL_LN000437_03_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_03,LN000437,interest_accrual,2025-08-22,2025-08-22,AE_ACCRUAL_LN000437_03_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_04,LN000437,interest_accrual,2025-09-22,2025-09-22,AE_ACCRUAL_LN000437_04_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_04,LN000437,interest_accrual,2025-09-22,2025-09-22,AE_ACCRUAL_LN000437_04_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_05,LN000437,interest_accrual,2025-10-22,2025-10-22,AE_ACCRUAL_LN000437_05_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_05,LN000437,interest_accrual,2025-10-22,2025-10-22,AE_ACCRUAL_LN000437_05_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_06,LN000437,interest_accrual,2025-11-22,2025-11-22,AE_ACCRUAL_LN000437_06_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_06,LN000437,interest_accrual,2025-11-22,2025-11-22,AE_ACCRUAL_LN000437_06_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_07,LN000437,interest_accrual,2025-12-22,2025-12-22,AE_ACCRUAL_LN000437_07_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_07,LN000437,interest_accrual,2025-12-22,2025-12-22,AE_ACCRUAL_LN000437_07_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_08,LN000437,interest_accrual,2026-01-22,2026-01-22,AE_ACCRUAL_LN000437_08_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_08,LN000437,interest_accrual,2026-01-22,2026-01-22,AE_ACCRUAL_LN000437_08_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_09,LN000437,interest_accrual,2026-02-22,2026-02-22,AE_ACCRUAL_LN000437_09_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_09,LN000437,interest_accrual,2026-02-22,2026-02-22,AE_ACCRUAL_LN000437_09_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_10,LN000437,interest_accrual,2026-03-22,2026-03-22,AE_ACCRUAL_LN000437_10_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_10,LN000437,interest_accrual,2026-03-22,2026-03-22,AE_ACCRUAL_LN000437_10_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_11,LN000437,interest_accrual,2026-04-22,2026-04-22,AE_ACCRUAL_LN000437_11_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_11,LN000437,interest_accrual,2026-04-22,2026-04-22,AE_ACCRUAL_LN000437_11_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_12,LN000437,interest_accrual,2026-05-22,2026-05-22,AE_ACCRUAL_LN000437_12_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_12,LN000437,interest_accrual,2026-05-22,2026-05-22,AE_ACCRUAL_LN000437_12_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_13,LN000437,interest_accrual,2026-06-22,2026-06-22,AE_ACCRUAL_LN000437_13_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_13,LN000437,interest_accrual,2026-06-22,2026-06-22,AE_ACCRUAL_LN000437_13_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_14,LN000437,interest_accrual,2026-07-22,2026-07-22,AE_ACCRUAL_LN000437_14_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_14,LN000437,interest_accrual,2026-07-22,2026-07-22,AE_ACCRUAL_LN000437_14_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_15,LN000437,interest_accrual,2026-08-22,2026-08-22,AE_ACCRUAL_LN000437_15_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_15,LN000437,interest_accrual,2026-08-22,2026-08-22,AE_ACCRUAL_LN000437_15_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_16,LN000437,interest_accrual,2026-09-22,2026-09-22,AE_ACCRUAL_LN000437_16_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_16,LN000437,interest_accrual,2026-09-22,2026-09-22,AE_ACCRUAL_LN000437_16_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_17,LN000437,interest_accrual,2026-10-22,2026-10-22,AE_ACCRUAL_LN000437_17_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_17,LN000437,interest_accrual,2026-10-22,2026-10-22,AE_ACCRUAL_LN000437_17_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_18,LN000437,interest_accrual,2026-11-22,2026-11-22,AE_ACCRUAL_LN000437_18_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_18,LN000437,interest_accrual,2026-11-22,2026-11-22,AE_ACCRUAL_LN000437_18_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_19,LN000437,interest_accrual,2026-12-22,2026-12-22,AE_ACCRUAL_LN000437_19_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_19,LN000437,interest_accrual,2026-12-22,2026-12-22,AE_ACCRUAL_LN000437_19_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_20,LN000437,interest_accrual,2027-01-22,2027-01-22,AE_ACCRUAL_LN000437_20_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_20,LN000437,interest_accrual,2027-01-22,2027-01-22,AE_ACCRUAL_LN000437_20_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_21,LN000437,interest_accrual,2027-02-22,2027-02-22,AE_ACCRUAL_LN000437_21_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_21,LN000437,interest_accrual,2027-02-22,2027-02-22,AE_ACCRUAL_LN000437_21_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_22,LN000437,interest_accrual,2027-03-22,2027-03-22,AE_ACCRUAL_LN000437_22_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_22,LN000437,interest_accrual,2027-03-22,2027-03-22,AE_ACCRUAL_LN000437_22_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_23,LN000437,interest_accrual,2027-04-22,2027-04-22,AE_ACCRUAL_LN000437_23_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_23,LN000437,interest_accrual,2027-04-22,2027-04-22,AE_ACCRUAL_LN000437_23_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_24,LN000437,interest_accrual,2027-05-22,2027-05-22,AE_ACCRUAL_LN000437_24_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_24,LN000437,interest_accrual,2027-05-22,2027-05-22,AE_ACCRUAL_LN000437_24_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_25,LN000437,interest_accrual,2027-06-22,2027-06-22,AE_ACCRUAL_LN000437_25_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_25,LN000437,interest_accrual,2027-06-22,2027-06-22,AE_ACCRUAL_LN000437_25_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_26,LN000437,interest_accrual,2027-07-22,2027-07-22,AE_ACCRUAL_LN000437_26_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_26,LN000437,interest_accrual,2027-07-22,2027-07-22,AE_ACCRUAL_LN000437_26_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_27,LN000437,interest_accrual,2027-08-22,2027-08-22,AE_ACCRUAL_LN000437_27_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_27,LN000437,interest_accrual,2027-08-22,2027-08-22,AE_ACCRUAL_LN000437_27_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_28,LN000437,interest_accrual,2027-09-22,2027-09-22,AE_ACCRUAL_LN000437_28_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_28,LN000437,interest_accrual,2027-09-22,2027-09-22,AE_ACCRUAL_LN000437_28_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_29,LN000437,interest_accrual,2027-10-22,2027-10-22,AE_ACCRUAL_LN000437_29_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_29,LN000437,interest_accrual,2027-10-22,2027-10-22,AE_ACCRUAL_LN000437_29_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_30,LN000437,interest_accrual,2027-11-22,2027-11-22,AE_ACCRUAL_LN000437_30_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_30,LN000437,interest_accrual,2027-11-22,2027-11-22,AE_ACCRUAL_LN000437_30_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_31,LN000437,interest_accrual,2027-12-22,2027-12-22,AE_ACCRUAL_LN000437_31_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_31,LN000437,interest_accrual,2027-12-22,2027-12-22,AE_ACCRUAL_LN000437_31_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_32,LN000437,interest_accrual,2028-01-22,2028-01-22,AE_ACCRUAL_LN000437_32_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_32,LN000437,interest_accrual,2028-01-22,2028-01-22,AE_ACCRUAL_LN000437_32_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_33,LN000437,interest_accrual,2028-02-22,2028-02-22,AE_ACCRUAL_LN000437_33_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_33,LN000437,interest_accrual,2028-02-22,2028-02-22,AE_ACCRUAL_LN000437_33_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_34,LN000437,interest_accrual,2028-03-22,2028-03-22,AE_ACCRUAL_LN000437_34_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_34,LN000437,interest_accrual,2028-03-22,2028-03-22,AE_ACCRUAL_LN000437_34_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_35,LN000437,interest_accrual,2028-04-22,2028-04-22,AE_ACCRUAL_LN000437_35_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_35,LN000437,interest_accrual,2028-04-22,2028-04-22,AE_ACCRUAL_LN000437_35_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000437_36,LN000437,interest_accrual,2028-05-22,2028-05-22,AE_ACCRUAL_LN000437_36_DR,1320,Interest Receivable,325.25,0.0,325.25
ACCRUAL_LN000437_36,LN000437,interest_accrual,2028-05-22,2028-05-22,AE_ACCRUAL_LN000437_36_CR,4610,Interest Income,0.0,325.25,-325.25
ACCRUAL_LN000438_01,LN000438,interest_accrual,2025-06-22,2025-06-22,AE_ACCRUAL_LN000438_01_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_01,LN000438,interest_accrual,2025-06-22,2025-06-22,AE_ACCRUAL_LN000438_01_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_02,LN000438,interest_accrual,2025-07-22,2025-07-22,AE_ACCRUAL_LN000438_02_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_02,LN000438,interest_accrual,2025-07-22,2025-07-22,AE_ACCRUAL_LN000438_02_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_03,LN000438,interest_accrual,2025-08-22,2025-08-22,AE_ACCRUAL_LN000438_03_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_03,LN000438,interest_accrual,2025-08-22,2025-08-22,AE_ACCRUAL_LN000438_03_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_04,LN000438,interest_accrual,2025-09-22,2025-09-22,AE_ACCRUAL_LN000438_04_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_04,LN000438,interest_accrual,2025-09-22,2025-09-22,AE_ACCRUAL_LN000438_04_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_05,LN000438,interest_accrual,2025-10-22,2025-10-22,AE_ACCRUAL_LN000438_05_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_05,LN000438,interest_accrual,2025-10-22,2025-10-22,AE_ACCRUAL_LN000438_05_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_06,LN000438,interest_accrual,2025-11-22,2025-11-22,AE_ACCRUAL_LN000438_06_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_06,LN000438,interest_accrual,2025-11-22,2025-11-22,AE_ACCRUAL_LN000438_06_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_07,LN000438,interest_accrual,2025-12-22,2025-12-22,AE_ACCRUAL_LN000438_07_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_07,LN000438,interest_accrual,2025-12-22,2025-12-22,AE_ACCRUAL_LN000438_07_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_08,LN000438,interest_accrual,2026-01-22,2026-01-22,AE_ACCRUAL_LN000438_08_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_08,LN000438,interest_accrual,2026-01-22,2026-01-22,AE_ACCRUAL_LN000438_08_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_09,LN000438,interest_accrual,2026-02-22,2026-02-22,AE_ACCRUAL_LN000438_09_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_09,LN000438,interest_accrual,2026-02-22,2026-02-22,AE_ACCRUAL_LN000438_09_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_10,LN000438,interest_accrual,2026-03-22,2026-03-22,AE_ACCRUAL_LN000438_10_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_10,LN000438,interest_accrual,2026-03-22,2026-03-22,AE_ACCRUAL_LN000438_10_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_11,LN000438,interest_accrual,2026-04-22,2026-04-22,AE_ACCRUAL_LN000438_11_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_11,LN000438,interest_accrual,2026-04-22,2026-04-22,AE_ACCRUAL_LN000438_11_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_12,LN000438,interest_accrual,2026-05-22,2026-05-22,AE_ACCRUAL_LN000438_12_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_12,LN000438,interest_accrual,2026-05-22,2026-05-22,AE_ACCRUAL_LN000438_12_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_13,LN000438,interest_accrual,2026-06-22,2026-06-22,AE_ACCRUAL_LN000438_13_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_13,LN000438,interest_accrual,2026-06-22,2026-06-22,AE_ACCRUAL_LN000438_13_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_14,LN000438,interest_accrual,2026-07-22,2026-07-22,AE_ACCRUAL_LN000438_14_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_14,LN000438,interest_accrual,2026-07-22,2026-07-22,AE_ACCRUAL_LN000438_14_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_15,LN000438,interest_accrual,2026-08-22,2026-08-22,AE_ACCRUAL_LN000438_15_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_15,LN000438,interest_accrual,2026-08-22,2026-08-22,AE_ACCRUAL_LN000438_15_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_16,LN000438,interest_accrual,2026-09-22,2026-09-22,AE_ACCRUAL_LN000438_16_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_16,LN000438,interest_accrual,2026-09-22,2026-09-22,AE_ACCRUAL_LN000438_16_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_17,LN000438,interest_accrual,2026-10-22,2026-10-22,AE_ACCRUAL_LN000438_17_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_17,LN000438,interest_accrual,2026-10-22,2026-10-22,AE_ACCRUAL_LN000438_17_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_18,LN000438,interest_accrual,2026-11-22,2026-11-22,AE_ACCRUAL_LN000438_18_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_18,LN000438,interest_accrual,2026-11-22,2026-11-22,AE_ACCRUAL_LN000438_18_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_19,LN000438,interest_accrual,2026-12-22,2026-12-22,AE_ACCRUAL_LN000438_19_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_19,LN000438,interest_accrual,2026-12-22,2026-12-22,AE_ACCRUAL_LN000438_19_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_20,LN000438,interest_accrual,2027-01-22,2027-01-22,AE_ACCRUAL_LN000438_20_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_20,LN000438,interest_accrual,2027-01-22,2027-01-22,AE_ACCRUAL_LN000438_20_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_21,LN000438,interest_accrual,2027-02-22,2027-02-22,AE_ACCRUAL_LN000438_21_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_21,LN000438,interest_accrual,2027-02-22,2027-02-22,AE_ACCRUAL_LN000438_21_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_22,LN000438,interest_accrual,2027-03-22,2027-03-22,AE_ACCRUAL_LN000438_22_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_22,LN000438,interest_accrual,2027-03-22,2027-03-22,AE_ACCRUAL_LN000438_22_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_23,LN000438,interest_accrual,2027-04-22,2027-04-22,AE_ACCRUAL_LN000438_23_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_23,LN000438,interest_accrual,2027-04-22,2027-04-22,AE_ACCRUAL_LN000438_23_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_24,LN000438,interest_accrual,2027-05-22,2027-05-22,AE_ACCRUAL_LN000438_24_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_24,LN000438,interest_accrual,2027-05-22,2027-05-22,AE_ACCRUAL_LN000438_24_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_25,LN000438,interest_accrual,2027-06-22,2027-06-22,AE_ACCRUAL_LN000438_25_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_25,LN000438,interest_accrual,2027-06-22,2027-06-22,AE_ACCRUAL_LN000438_25_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_26,LN000438,interest_accrual,2027-07-22,2027-07-22,AE_ACCRUAL_LN000438_26_DR,1320,Interest Receivable,262.5,0.0,262.5
ACCRUAL_LN000438_26,LN000438,interest_accrual,2027-07-22,2027-07-22,AE_ACCRUAL_LN000438_26_CR,4610,Interest Income,0.0,262.5,-262.5
ACCRUAL_LN000438_27,LN000438,interest_accrual,2027-08-22,2027-08-22,AE_ACCRUAL_LN000438_27_DR,1320,Interest Receivable,262.5,0.0,262.5
