loan_id,disbursement_id,loan_status,is_bad,disbursement_amount,interest_rate,term_months,source_system,region,default_prob,risk_grade
LN000254,DISB20250323000254,defaulted,1,8000,0.0821,36,partner_platform,FL,0.21782001457468794,A – Low Risk
LN000255,DISB20250324000255,active,0,20000,0.2281,36,internal_core,CA,0.4363950273579064,B – Moderate Risk
LN000256,DISB20250324000256,written_off,1,8000,0.1315,12,internal_core,TX,0.5248357545484095,C – Elevated Risk
LN000257,DISB20250324000257,active,0,8000,0.2352,18,internal_core,NY,0.5726954176485846,D – High Risk
LN000258,DISB20250325000258,closed,0,30000,0.1154,12,partner_platform,NY,0.5389609420386442,C – Elevated Risk
LN000259,DISB20250325000259,active,0,20000,0.0769,36,internal_core,WA,0.2699752075361643,A – Low Risk
LN000260,DISB20250325000260,written_off,1,5000,0.2109,12,partner_platform,TX,0.5771215638740791,D – High Risk
LN000261,DISB20250326000261,closed,0,8000,0.2164,6,internal_core,FL,0.6454613539314963,D – High Risk
LN000262,DISB20250326000262,active,0,15000,0.1818,18,partner_platform,WA,0.506532099629119,C – Elevated Risk
LN000263,DISB20250326000263,closed,0,30000,0.1784,12,internal_core,CA,0.6473496573813674,D – High Risk
LN000264,DISB20250327000264,closed,0,20000,0.1621,6,partner_platform,TX,0.6373565772520433,D – High Risk
LN000265,DISB20250327000265,active,0,30000,0.2266,18,partner_platform,NY,0.591504834618004,D – High Risk
LN000266,DISB20250327000266,closed,0,10000,0.2164,6,internal_core,CA,0.6942581193824695,D – High Risk
LN000267,DISB20250327000267,active,0,8000,0.1313,36,partner_platform,TX,0.2807039842761217,A – Low Risk
LN000268,DISB20250328000268,written_off,1,5000,0.14,12,internal_core,TX,0.5258657583390424,C – Elevated Risk
LN000269,DISB20250328000269,closed,0,8000,0.1967,6,internal_core,TX,0.6546087139962854,D – High Risk
LN000270,DISB20250329000270,closed,0,15000,0.0646,12,partner_platform,CA,0.46389895909829065,C – Elevated Risk
LN000271,DISB20250329000271,active,0,20000,0.1043,24,partner_platform,TX,0.38166533702218897,B – Moderate Risk
LN000272,DISB20250329000272,written_off,1,8000,0.1888,18,internal_core,WA,0.5217462842854357,C – Elevated Risk
LN000273,DISB20250330000273,active,0,5000,0.1778,18,internal_core,FL,0.47626407018209116,C – Elevated Risk
LN000274,DISB20250330000274,active,0,8000,0.0899,24,partner_platform,WA,0.3377517766473748,A – Low Risk
LN000275,DISB20250330000275,closed,0,15000,0.157,12,partner_platform,FL,0.5154223885358398,C – Elevated Risk
LN000276,DISB20250330000276,closed,0,20000,0.1344,6,internal_core,TX,0.6324773651103206,D – High Risk
LN000277,DISB20250331000277,closed,0,20000,0.0932,6,internal_core,NY,0.5868963119826142,D – High Risk
LN000278,DISB20250331000278,closed,0,15000,0.147,6,partner_platform,FL,0.5748817464892689,D – High Risk
LN000279,DISB20250331000279,active,0,10000,0.0605,36,internal_core,FL,0.22163961650784644,A – Low Risk
LN000280,DISB20250401000280,closed,0,8000,0.1249,12,partner_platform,CA,0.5098871539526387,C – Elevated Risk
LN000281,DISB20250401000281,active,0,8000,0.1918,24,internal_core,FL,0.4400738093502783,B – Moderate Risk
LN000282,DISB20250401000282,written_off,1,10000,0.1723,6,internal_core,NY,0.6338650622253409,D – High Risk
LN000283,DISB20250402000283,defaulted,1,8000,0.1451,36,partner_platform,CA,0.306955444549591,A – Low Risk
LN000284,DISB20250402000284,active,0,10000,0.1693,18,internal_core,NY,0.5069795007357303,C – Elevated Risk
LN000285,DISB20250402000285,active,0,30000,0.0855,18,partner_platform,WA,0.4392616945372583,B – Moderate Risk
LN000286,DISB20250403000286,active,0,5000,0.1846,24,partner_platform,TX,0.4323062606858437,B – Moderate Risk
LN000287,DISB20250403000287,active,0,20000,0.0743,36,partner_platform,CA,0.265467962096567,A – Low Risk
LN000288,DISB20250403000288,closed,0,5000,0.1008,6,internal_core,FL,0.5143434561358209,C – Elevated Risk
LN000289,DISB20250403000289,active,0,15000,0.2041,18,partner_platform,WA,0.5305447061032853,C – Elevated Risk
LN000290,DISB20250404000290,closed,0,30000,0.1015,12,partner_platform,TX,0.5275149819875118,C – Elevated Risk
LN000291,DISB20250404000291,closed,0,15000,0.1791,6,partner_platform,TX,0.6377176559460555,D – High Risk
LN000292,DISB20250404000292,active,0,30000,0.1612,24,internal_core,WA,0.4831854974068779,C – Elevated Risk
LN000293,DISB20250405000293,closed,0,8000,0.0774,6,internal_core,FL,0.4998769487297252,C – Elevated Risk
LN000294,DISB20250405000294,defaulted,1,15000,0.1455,36,internal_core,FL,0.3000799985428704,A – Low Risk
LN000295,DISB20250406000295,active,0,15000,0.1039,36,partner_platform,FL,0.24511747759178534,A – Low Risk
LN000296,DISB20250406000296,defaulted,1,5000,0.1695,24,partner_platform,FL,0.386325279866379,B – Moderate Risk
LN000297,DISB20250406000297,active,0,5000,0.1009,36,internal_core,NY,0.26636096741145643,A – Low Risk
LN000298,DISB20250406000298,active,0,5000,0.1597,18,partner_platform,TX,0.46347816469448416,C – Elevated Risk
LN000299,DISB20250407000299,active,0,8000,0.1528,18,internal_core,TX,0.48784282241194815,C – Elevated Risk
LN000300,DISB20250407000300,closed,0,15000,0.0975,6,partner_platform,NY,0.5497047610228056,C – Elevated Risk
LN000301,DISB20250407000301,written_off,1,30000,0.218,18,partner_platform,FL,0.555240560841958,D – High Risk
LN000302,DISB20250408000302,active,0,8000,0.0877,18,partner_platform,NY,0.3912886120248912,B – Moderate Risk
LN000303,DISB20250408000303,closed,0,8000,0.208,6,partner_platform,WA,0.6387715687051385,D – High Risk
LN000304,DISB20250408000304,active,0,30000,0.0851,36,internal_core,FL,0.27291570909766183,A – Low Risk
LN000305,DISB20250408000305,closed,0,5000,0.1799,12,partner_platform,WA,0.539321463658543,C – Elevated Risk
LN000306,DISB20250409000306,active,0,15000,0.1998,24,internal_core,WA,0.4907166786591101,C – Elevated Risk
LN000307,DISB20250409000307,active,0,20000,0.079,36,partner_platform,TX,0.2564481810269533,A – Low Risk
LN000308,DISB20250409000308,active,0,10000,0.1296,36,partner_platform,TX,0.2826625441751997,A – Low Risk
LN000309,DISB20250410000309,written_off,1,10000,0.1958,6,internal_core,TX,0.6602003279475592,D – High Risk
LN000310,DISB20250410000310,active,0,15000,0.1146,18,internal_core,FL,0.4326876946043298,B – Moderate Risk
LN000311,DISB20250410000311,active,0,5000,0.1019,24,internal_core,FL,0.341647287390059,A – Low Risk
LN000312,DISB20250411000312,active,0,8000,0.0835,24,internal_core,WA,0.3537738612471666,B – Moderate Risk
LN000313,DISB20250411000313,active,0,30000,0.209,36,partner_platform,WA,0.3921569980517645,B – Moderate Risk
LN000314,DISB20250411000314,active,0,8000,0.0841,36,partner_platform,WA,0.23790219108265767,A – Low Risk
LN000315,DISB20250412000315,closed,0,20000,0.0622,12,internal_core,WA,0.477763533861069,C – Elevated Risk
LN000316,DISB20250412000316,closed,0,20000,0.0677,6,internal_core,TX,0.5634359381325582,D – High Risk
LN000317,DISB20250412000317,active,0,20000,0.212,36,partner_platform,NY,0.3764296749219912,B – Moderate Risk
LN000318,DISB20250412000318,active,0,15000,0.1773,18,internal_core,CA,0.5478124989291497,C – Elevated Risk
LN000319,DISB20250413000319,closed,0,8000,0.2206,6,partner_platform,CA,0.6706363090232907,D – High Risk
LN000320,DISB20250413000320,active,0,8000,0.1388,36,partner_platform,CA,0.30120430648323776,A – Low Risk
LN000321,DISB20250413000321,closed,0,20000,0.2085,12,partner_platform,TX,0.6137978547410007,D – High Risk
LN000322,DISB20250414000322,active,0,20000,0.087,24,internal_core,CA,0.4033268403756307,B – Moderate Risk
LN000323,DISB20250414000323,written_off,1,5000,0.1943,6,internal_core,WA,0.6379129640637259,D – High Risk
LN000324,DISB20250415000324,closed,0,15000,0.1928,12,internal_core,FL,0.5780066380982354,D – High Risk
LN000325,DISB20250415000325,active,0,10000,0.0933,18,internal_core,NY,0.42557190490298413,B – Moderate Risk
LN000326,DISB20250416000326,closed,0,15000,0.2218,6,partner_platform,CA,0.693540872971728,D – High Risk
LN000327,DISB20250416000327,active,0,5000,0.106,24,internal_core,CA,0.3903050844871269,B – Moderate Risk
LN000328,DISB20250416000328,closed,0,30000,0.2212,12,partner_platform,WA,0.6472396899923805,D – High Risk
LN000329,DISB20250417000329,written_off,1,20000,0.1648,24,internal_core,NY,0.4657986939072603,C – Elevated Risk
LN000330,DISB20250417000330,closed,0,8000,0.1004,6,partner_platform,TX,0.5313285620786251,C – Elevated Risk
LN000331,DISB20250417000331,written_off,1,8000,0.2298,24,partner_platform,WA,0.4825554687497635,C – Elevated Risk
LN000332,DISB20250418000332,closed,0,20000,0.1115,6,internal_core,FL,0.5790496061598405,D – High Risk
LN000333,DISB20250418000333,active,0,20000,0.0998,24,partner_platform,TX,0.3770946169007465,B – Moderate Risk
LN000334,DISB20250419000334,defaulted,1,30000,0.1571,36,partner_platform,NY,0.3415263773162827,A – Low Risk
LN000335,DISB20250419000335,active,0,15000,0.2072,18,internal_core,FL,0.5321004823145273,C – Elevated Risk
LN000336,DISB20250419000336,active,0,20000,0.1938,18,internal_core,TX,0.5607854188033148,D – High Risk
LN000337,DISB20250420000337,closed,0,5000,0.197,12,partner_platform,NY,0.5589814250460818,D – High Risk
LN000338,DISB20250420000338,active,0,20000,0.2187,24,partner_platform,TX,0.5027577528560464,C – Elevated Risk
LN000339,DISB20250420000339,active,0,10000,0.116,36,internal_core,TX,0.29079717820473155,A – Low Risk
LN000340,DISB20250421000340,written_off,1,15000,0.1543,12,partner_platform,NY,0.5402336402791432,C – Elevated Risk
LN000341,DISB20250421000341,closed,0,30000,0.0964,12,internal_core,WA,0.5416514586340935,C – Elevated Risk
LN000342,DISB20250421000342,active,0,10000,0.2116,18,partner_platform,WA,0.5265510176487467,C – Elevated Risk
LN000343,DISB20250421000343,active,0,15000,0.19,18,internal_core,NY,0.5413057783749636,C – Elevated Risk
LN000344,DISB20250422000344,written_off,1,30000,0.09,24,internal_core,CA,0.428551104913266,B – Moderate Risk
LN000345,DISB20250422000345,active,0,15000,0.1518,18,partner_platform,WA,0.4742007176398279,C – Elevated Risk
LN000346,DISB20250422000346,written_off,1,30000,0.1476,12,internal_core,TX,0.6004862684304157,D – High Risk
LN000347,DISB20250422000347,active,0,5000,0.1746,18,partner_platform,WA,0.4745983473459513,C – Elevated Risk
LN000348,DISB20250423000348,active,0,15000,0.1531,36,partner_platform,FL,0.28647262962041764,A – Low Risk
LN000349,DISB20250423000349,active,0,5000,0.0759,24,internal_core,CA,0.35988112476480644,B – Moderate Risk
LN000350,DISB20250423000350,active,0,10000,0.1921,36,internal_core,CA,0.3784399073465464,B – Moderate Risk
LN000351,DISB20250423000351,active,0,10000,0.1835,24,internal_core,TX,0.46672710238104614,C – Elevated Risk
LN000352,DISB20250424000352,active,0,8000,0.1202,36,internal_core,TX,0.29102516336026446,A – Low Risk
LN000353,DISB20250424000353,active,0,20000,0.1856,18,internal_core,WA,0.5471969765828223,C – Elevated Risk
LN000354,DISB20250424000354,active,0,10000,0.1373,18,internal_core,WA,0.47108826480798693,C – Elevated Risk
LN000355,DISB20250424000355,active,0,5000,0.1383,36,partner_platform,FL,0.2570245412618661,A – Low Risk
LN000356,DISB20250425000356,defaulted,1,5000,0.2004,24,partner_platform,CA,0.46574393061371505,C – Elevated Risk
LN000357,DISB20250425000357,written_off,1,15000,0.1318,24,partner_platform,CA,0.41526023564174086,B – Moderate Risk
LN000358,DISB20250425000358,active,0,15000,0.068,24,internal_core,TX,0.3575317819801227,B – Moderate Risk
LN000359,DISB20250426000359,written_off,1,30000,0.1372,6,partner_platform,WA,0.6411633536377738,D – High Risk
LN000360,DISB20250426000360,active,0,15000,0.0661,24,partner_platform,NY,0.3303258952490548,A – Low Risk
LN000361,DISB20250426000361,active,0,15000,0.1167,18,partner_platform,NY,0.4380549899920889,B – Moderate Risk
LN000362,DISB20250427000362,active,0,20000,0.0694,24,internal_core,CA,0.38519678564735294,B – Moderate Risk
LN000363,DISB20250427000363,closed,0,20000,0.1778,12,partner_platform,WA,0.5771884035859958,D – High Risk
LN000364,DISB20250427000364,defaulted,1,5000,0.2305,24,internal_core,CA,0.5227487341621846,C – Elevated Risk
LN000365,DISB20250428000365,closed,0,15000,0.1352,6,internal_core,CA,0.6321808057766346,D – High Risk
LN000366,DISB20250428000366,active,0,8000,0.1327,18,internal_core,CA,0.4829314188675944,C – Elevated Risk
LN000367,DISB20250428000367,closed,0,8000,0.0747,12,partner_platform,CA,0.45586344611993085,C – Elevated Risk
LN000368,DISB20250429000368,closed,0,5000,0.1804,12,internal_core,TX,0.5690164414149513,D – High Risk
LN000369,DISB20250429000369,closed,0,30000,0.2052,12,partner_platform,TX,0.6358805347439505,D – High Risk
LN000370,DISB20250429000370,defaulted,1,20000,0.0896,24,partner_platform,FL,0.3382511113044014,A – Low Risk
LN000371,DISB20250430000371,active,0,30000,0.0891,18,internal_core,WA,0.4675004401533209,C – Elevated Risk
LN000372,DISB20250430000372,closed,0,8000,0.1604,12,partner_platform,CA,0.5480263003068977,C – Elevated Risk
LN000373,DISB20250430000373,active,0,15000,0.157,24,partner_platform,TX,0.4254113649298569,B – Moderate Risk
LN000374,DISB20250430000374,active,0,5000,0.1315,18,internal_core,TX,0.4577125932498101,C – Elevated Risk
LN000375,DISB20250501000375,active,0,15000,0.2027,24,internal_core,WA,0.4938435425579551,C – Elevated Risk
LN000376,DISB20250501000376,closed,0,30000,0.1559,12,partner_platform,FL,0.5546937280085523,D – High Risk
LN000377,DISB20250501000377,active,0,10000,0.1254,18,internal_core,NY,0.4597217305173722,C – Elevated Risk
LN000378,DISB20250502000378,active,0,5000,0.066,36,partner_platform,FL,0.20207259317256435,A – Low Risk
LN000379,DISB20250502000379,active,0,30000,0.1708,18,partner_platform,CA,0.552430007631273,D – High Risk
LN000380,DISB20250503000380,active,0,20000,0.2371,36,partner_platform,WA,0.40080808899444303,B – Moderate Risk
LN000381,DISB20250503000381,written_off,1,8000,0.1369,18,internal_core,WA,0.4658397035816618,C – Elevated Risk
LN000382,DISB20250504000382,active,0,15000,0.2202,36,internal_core,TX,0.40144027662762827,B – Moderate Risk
LN000383,DISB20250504000383,active,0,15000,0.2253,18,partner_platform,FL,0.5270272519478899,C – Elevated Risk
LN000384,DISB20250504000384,active,0,15000,0.1427,36,partner_platform,NY,0.3002261600176886,A – Low Risk
LN000385,DISB20250505000385,active,0,8000,0.104,24,partner_platform,NY,0.3527773700455508,B – Moderate Risk
LN000386,DISB20250505000386,active,0,15000,0.223,18,partner_platform,NY,0.5521877875756428,D – High Risk
LN000387,DISB20250505000387,active,0,30000,0.1929,24,partner_platform,TX,0.49766159377847036,C – Elevated Risk
LN000388,DISB20250506000388,active,0,15000,0.1931,12,internal_core,NY,0.605183777964832,D – High Risk
LN000389,DISB20250506000389,defaulted,1,30000,0.214,24,partner_platform,CA,0.5371113292133304,C – Elevated Risk
LN000390,DISB20250506000390,closed,0,10000,0.1849,6,internal_core,WA,0.6450934732918131,D – High Risk
LN000391,DISB20250507000391,active,0,15000,0.2289,24,internal_core,CA,0.5436562458026963,C – Elevated Risk
LN000392,DISB20250507000392,active,0,20000,0.2218,18,partner_platform,CA,0.5826696150781869,D – High Risk
LN000393,DISB20250507000393,active,0,10000,0.08,24,partner_platform,WA,0.33228812129214547,A – Low Risk
LN000394,DISB20250507000394,written_off,1,30000,0.2044,18,internal_core,FL,0.565040630779868,D – High Risk
LN000395,DISB20250508000395,active,0,30000,0.2145,18,internal_core,TX,0.6059722195708552,D – High Risk
LN000396,DISB20250508000396,closed,0,15000,0.0632,6,partner_platform,TX,0.5163651579651928,C – Elevated Risk
LN000397,DISB20250508000397,active,0,15000,0.0803,36,partner_platform,WA,0.24581446235237417,A – Low Risk
LN000398,DISB20250509000398,closed,0,5000,0.1444,6,internal_core,TX,0.5916220427612778,D – High Risk
LN000399,DISB20250509000399,active,0,30000,0.1938,24,partner_platform,TX,0.498632220732979,C – Elevated Risk
LN000400,DISB20250510000400,closed,0,20000,0.1668,6,partner_platform,WA,0.6375071359487072,D – High Risk
LN000401,DISB20250510000401,active,0,15000,0.1649,12,internal_core,WA,0.5743958038966797,D – High Risk
LN000402,DISB20250510000402,defaulted,1,15000,0.0996,24,internal_core,CA,0.40547006495925253,B – Moderate Risk
LN000403,DISB20250511000403,active,0,15000,0.2163,12,partner_platform,CA,0.624752924164964,D – High Risk
LN000404,DISB20250511000404,written_off,1,15000,0.2239,6,partner_platform,TX,0.6810794823678121,D – High Risk
LN000405,DISB20250511000405,active,0,20000,0.1736,24,internal_core,CA,0.49549175675251794,C – Elevated Risk
LN000406,DISB20250511000406,active,0,15000,0.0788,24,internal_core,WA,0.3637495963169901,B – Moderate Risk
LN000407,DISB20250512000407,closed,0,8000,0.1451,6,partner_platform,CA,0.5951653489699962,D – High Risk
LN000408,DISB20250512000408,closed,0,30000,0.1058,6,partner_platform,WA,0.6094399577079969,D – High Risk
LN000409,DISB20250512000409,closed,0,10000,0.1098,6,internal_core,CA,0.5890972374580182,D – High Risk
LN000410,DISB20250513000410,active,0,30000,0.1699,36,partner_platform,FL,0.3290460693122004,A – Low Risk
LN000411,DISB20250513000411,written_off,1,30000,0.2137,6,partner_platform,TX,0.7170872466662533,D – High Risk
LN000412,DISB20250513000412,active,0,20000,0.1389,12,partner_platform,TX,0.5406732352956394,C – Elevated Risk
LN000413,DISB20250514000413,closed,0,20000,0.1112,6,internal_core,WA,0.6042371401536463,D – High Risk
LN000414,DISB20250514000414,active,0,5000,0.0653,18,internal_core,TX,0.38813969050577823,B – Moderate Risk
LN000415,DISB20250515000415,active,0,15000,0.1914,36,internal_core,WA,0.3674124237542416,B – Moderate Risk
LN000416,DISB20250515000416,written_off,1,5000,0.2083,24,internal_core,NY,0.4785793773117272,C – Elevated Risk
LN000417,DISB20250515000417,active,0,30000,0.0692,36,internal_core,CA,0.2981283117113937,A – Low Risk
LN000418,DISB20250515000418,written_off,1,8000,0.1798,6,partner_platform,FL,0.5848729863674522,D – High Risk
LN000419,DISB20250516000419,active,0,15000,0.2221,24,internal_core,NY,0.5161725963447786,C – Elevated Risk
LN000420,DISB20250516000420,closed,0,8000,0.1803,6,partner_platform,NY,0.6121097076654652,D – High Risk
LN000421,DISB20250516000421,written_off,1,8000,0.1504,18,internal_core,CA,0.5020140380417637,C – Elevated Risk
LN000422,DISB20250517000422,active,0,30000,0.0817,12,partner_platform,WA,0.5012826733791436,C – Elevated Risk
LN000423,DISB20250517000423,active,0,8000,0.0621,24,internal_core,TX,0.3373365478582918,A – Low Risk
LN000424,DISB20250517000424,closed,0,8000,0.2238,6,internal_core,CA,0.6949397803244824,D – High Risk
LN000425,DISB20250518000425,active,0,30000,0.2133,24,internal_core,TX,0.5441591418927764,C – Elevated Risk
LN000426,DISB20250518000426,active,0,30000,0.202,24,partner_platform,FL,0.47619466055612836,C – Elevated Risk
LN000427,DISB20250518000427,written_off,1,15000,0.1643,6,partner_platform,TX,0.6228411819634607,D – High Risk
LN000428,DISB20250519000428,written_off,1,30000,0.187,6,partner_platform,NY,0.6901672594959618,D – High Risk
LN000429,DISB20250519000429,closed,0,15000,0.0681,6,internal_core,CA,0.5626975832655656,D – High Risk
LN000430,DISB20250519000430,active,0,8000,0.1762,24,internal_core,TX,0.45438629271915304,C – Elevated Risk
LN000431,DISB20250520000431,active,0,10000,0.116,36,partner_platform,NY,0.26816799511070066,A – Low Risk
LN000432,DISB20250520000432,active,0,30000,0.1417,24,internal_core,CA,0.4838222931344975,C – Elevated Risk
LN000433,DISB20250520000433,active,0,10000,0.1557,36,partner_platform,FL,0.28011423473693947,A – Low Risk
LN000434,DISB20250521000434,active,0,10000,0.0888,12,internal_core,TX,0.4842329375869353,C – Elevated Risk
LN000435,DISB20250521000435,active,0,8000,0.222,36,partner_platform,WA,0.36139364354673764,B – Moderate Risk
LN000436,DISB20250521000436,defaulted,1,30000,0.1685,24,internal_core,CA,0.5127174206023979,C – Elevated Risk
LN000437,DISB20250522000437,active,0,30000,0.1301,36,internal_core,FL,0.3130816735845986,A – Low Risk
LN000438,DISB20250522000438,active,0,20000,0.1575,36,internal_core,TX,0.3480959601206248,A – Low Risk
LN000439,DISB20250522000439,active,0,8000,0.1067,18,internal_core,NY,0.4349982856304752,B – Moderate Risk
LN000440,DISB20250523000440,active,0,15000,0.2095,24,internal_core,TX,0.5060826980837535,C – Elevated Risk
LN000441,DISB20250523000441,active,0,20000,0.1399,12,partner_platform,TX,0.5417443985987251,C – Elevated Risk
LN000442,DISB20250523000442,written_off,1,10000,0.2185,6,internal_core,NY,0.6787730650414174,D – High Risk
LN000443,DISB20250524000443,active,0,15000,0.2135,36,partner_platform,FL,0.34253566749527453,A – Low Risk
LN000444,DISB20250524000444,active,0,10000,0.2237,18,internal_core,WA,0.5638863615963813,D – High Risk
LN000445,DISB20250524000445,active,0,30000,0.2023,24,internal_core,WA,0.52747736392303,C – Elevated Risk
LN000446,DISB20250524000446,closed,0,30000,0.0662,6,internal_core,TX,0.5968114853797556,D – High Risk
LN000447,DISB20250525000447,active,0,15000,0.2154,12,partner_platform,FL,0.5777745401480716,D – High Risk
LN000448,DISB20250525000448,closed,0,10000,0.152,6,partner_platform,TX,0.5930983595345883,D – High Risk
LN000449,DISB20250525000449,active,0,30000,0.1421,24,internal_core,TX,0.4675317945052858,C – Elevated Risk
LN000450,DISB20250526000450,closed,0,20000,0.1458,6,internal_core,FL,0.6146360088568528,D – High Risk
LN000451,DISB20250526000451,written_off,1,5000,0.2208,18,internal_core,TX,0.553712391282253,D – High Risk
LN000452,DISB20250526000452,active,0,30000,0.0997,12,partner_platform,WA,0.5206836775316583,C – Elevated Risk
LN000453,DISB20250527000453,active,0,30000,0.176,24,internal_core,NY,0.5005531108657284,C – Elevated Risk
LN000454,DISB20250527000454,active,0,30000,0.2323,18,partner_platform,TX,0.6007891327640101,D – High Risk
LN000455,DISB20250527000455,closed,0,30000,0.0626,6,internal_core,FL,0.5625383051989539,D – High Risk
LN000456,DISB20250528000456,closed,0,20000,0.2079,6,partner_platform,CA,0.6960453929921907,D – High Risk
LN000457,DISB20250528000457,active,0,5000,0.1902,24,internal_core,TX,0.46260925824408966,C – Elevated Risk
LN000458,DISB20250528000458,written_off,1,15000,0.1639,12,internal_core,WA,0.5733408540283097,D – High Risk
LN000459,DISB20250528000459,active,0,8000,0.0738,12,partner_platform,NY,0.4348936586442624,B – Moderate Risk
LN000460,DISB20250529000460,active,0,8000,0.1878,24,internal_core,NY,0.46334176579506103,C – Elevated Risk
LN000461,DISB20250529000461,active,0,30000,0.0874,18,internal_core,WA,0.4656751971800499,C – Elevated Risk
LN000462,DISB20250529000462,defaulted,1,5000,0.1753,36,internal_core,WA,0.33228786839600694,A – Low Risk
LN000463,DISB20250530000463,closed,0,5000,0.0821,6,partner_platform,NY,0.49737338410533716,C – Elevated Risk
LN000464,DISB20250530000464,active,0,15000,0.1747,12,partner_platform,NY,0.5620012489575738,D – High Risk
LN000465,DISB20250530000465,active,0,30000,0.1614,24,internal_core,WA,0.48340095449362325,C – Elevated Risk
LN000466,DISB20250531000466,active,0,30000,0.2188,12,internal_core,TX,0.6714268230592354,D – High Risk
LN000467,DISB20250531000467,active,0,5000,0.06,12,partner_platform,WA,0.41104858652739695,B – Moderate Risk
LN000468,DISB20250531000468,written_off,1,30000,0.2212,12,partner_platform,CA,0.6667672889946932,D – High Risk
LN000469,DISB20250601000469,written_off,1,20000,0.2276,6,internal_core,CA,0.7334051955167904,D – High Risk
LN000470,DISB20250601000470,active,0,8000,0.1164,24,internal_core,NY,0.3881932613684497,B – Moderate Risk
LN000471,DISB20250602000471,defaulted,1,30000,0.1279,24,internal_core,TX,0.4523168397130389,C – Elevated Risk
LN000472,DISB20250602000472,active,0,8000,0.1616,24,internal_core,TX,0.4388212523884784,B – Moderate Risk
LN000473,DISB20250602000473,active,0,20000,0.1883,36,internal_core,WA,0.3742156884859279,B – Moderate Risk
LN000474,DISB20250603000474,closed,0,15000,0.1865,6,partner_platform,WA,0.6405543328324731,D – High Risk
LN000475,DISB20250603000475,active,0,20000,0.0687,36,partner_platform,FL,0.2254572420350705,A – Low Risk
LN000476,DISB20250603000476,written_off,1,8000,0.1742,18,internal_core,FL,0.4796321967231706,C – Elevated Risk
LN000477,DISB20250604000477,active,0,8000,0.1594,24,partner_platform,NY,0.40905825362697606,B – Moderate Risk
LN000478,DISB20250604000478,closed,0,10000,0.1915,6,internal_core,FL,0.6272507223522468,D – High Risk
LN000479,DISB20250605000479,active,0,5000,0.0846,24,internal_core,NY,0.34992438560759204,A – Low Risk
LN000480,DISB20250605000480,closed,0,15000,0.1311,6,internal_core,FL,0.5821612769881392,D – High Risk
LN000481,DISB20250605000481,active,0,20000,0.0705,12,partner_platform,WA,0.46216107081373997,C – Elevated Risk
LN000482,DISB20250605000482,active,0,30000,0.1035,12,partner_platform,CA,0.5463285152153987,C – Elevated Risk
LN000483,DISB20250606000483,closed,0,10000,0.1328,6,partner_platform,FL,0.5420911560868896,C – Elevated Risk
LN000484,DISB20250606000484,active,0,10000,0.218,12,partner_platform,FL,0.5672477006028848,D – High Risk
LN000485,DISB20250606000485,closed,0,15000,0.1081,6,partner_platform,FL,0.5334459841004032,C – Elevated Risk
LN000486,DISB20250607000486,closed,0,10000,0.1289,6,internal_core,NY,0.5894297175540693,D – High Risk
LN000487,DISB20250607000487,active,0,20000,0.1215,12,internal_core,FL,0.5153053585143097,C – Elevated Risk
LN000488,DISB20250607000488,active,0,10000,0.1793,36,internal_core,FL,0.32220897575823093,A – Low Risk
LN000489,DISB20250607000489,written_off,1,10000,0.2094,6,partner_platform,WA,0.6467504604123362,D – High Risk
LN000490,DISB20250608000490,active,0,5000,0.2287,12,internal_core,FL,0.5892841388955046,D – High Risk
LN000491,DISB20250608000491,active,0,15000,0.0704,12,internal_core,CA,0.49470320069665547,C – Elevated Risk
LN000492,DISB20250608000492,active,0,15000,0.158,24,internal_core,CA,0.4673493140917705,C – Elevated Risk
LN000493,DISB20250609000493,closed,0,8000,0.2213,6,internal_core,NY,0.675136149883437,D – High Risk
LN000494,DISB20250609000494,active,0,20000,0.206,24,internal_core,FL,0.48238081346730177,C – Elevated Risk
LN000495,DISB20250609000495,defaulted,1,15000,0.1207,24,internal_core,CA,0.4275878518056051,B – Moderate Risk
LN000496,DISB20250610000496,active,0,5000,0.2275,24,internal_core,FL,0.4714987310781572,C – Elevated Risk
LN000497,DISB20250610000497,active,0,5000,0.2324,18,internal_core,NY,0.5626068943498987,D – High Risk
LN000498,DISB20250610000498,active,0,20000,0.2332,12,partner_platform,NY,0.6354997785514649,D – High Risk
LN000499,DISB20250611000499,active,0,30000,0.1402,24,internal_core,WA,0.4606126508718462,C – Elevated Risk
LN000500,DISB20250611000500,active,0,10000,0.2028,18,partner_platform,FL,0.49069323858680575,C – Elevated Risk
LN000501,DISB20250611000501,active,0,15000,0.2313,18,partner_platform,NY,0.5610242750729225,D – High Risk
LN000502,DISB20250612000502,written_off,1,5000,0.2255,12,partner_platform,NY,0.589034880284327,D – High Risk
LN000503,DISB20250612000503,active,0,20000,0.2234,12,internal_core,CA,0.6666512104879954,D – High Risk
LN000504,DISB20250612000504,active,0,8000,0.2341,36,partner_platform,NY,0.37484844627871516,B – Moderate Risk
LN000505,DISB20250613000505,closed,0,30000,0.1753,6,partner_platform,TX,0.6823089006425082,D – High Risk
LN000506,DISB20250613000506,closed,0,20000,0.1498,6,partner_platform,WA,0.6203945900282362,D – High Risk
LN000507,DISB20250613000507,active,0,15000,0.1012,18,partner_platform,WA,0.42029192106460084,B – Moderate Risk
LN000508,DISB20250614000508,active,0,10000,0.1057,18,internal_core,CA,0.45873779719968993,C – Elevated Risk
